,label,x,y
0,1,-0.24175925467140638,-0.26977199300432253
1,1,-0.7042329871086814,-0.336118687030656
2,1,-0.03079840640446831,0.25221199457989274
3,1,0.09578431342682786,0.1016159011979319
4,1,-0.1267708001805201,-0.019545669569085128
5,1,1.0943118123439308,-1.8533787857603106
6,1,0.3231254504323125,-1.4526233244626905
7,-1,-1.297521920804635,2.028644280831183
8,1,-0.2381364819545802,1.3265752660206822
9,1,0.5370074933212516,0.5534558873915999
10,1,-0.5710514010000238,-0.5871951114956766
11,1,-0.025712354619654865,0.055816220326724834
12,1,1.4173180187461845,-1.962856533098206
13,1,1.3357743396677744,-0.7646240146616422
14,1,0.9297912711934753,1.5996495171498746
15,-1,-1.1437793571982235,-1.038081629425091
16,1,-0.1801452687383659,1.5081323914660427
17,1,-0.8550837894094707,0.16311530525452306
18,1,-0.010678599839191895,0.013791965682527267
19,1,0.9600865233768103,0.6559740621735428
20,1,0.5124217539401538,-1.7527683362064692
21,1,0.6313221494571255,-0.44772773514486436
22,1,0.4508872974927136,-1.064490767326513
23,1,-0.34902686250224135,-0.7112917994237753
24,1,-0.7557646301951989,0.24204973349930387
25,1,0.9205101651699699,1.730623026753046
26,1,0.8959861949347836,-0.5188038719012118
27,1,-0.23550107143154123,-0.22137324669521405
28,1,1.7392267320533752,-0.28800484378349395
29,1,-1.7952565389980737,1.188612639771921
30,1,0.04063457915948005,0.062367378601579565
31,1,0.274681250865282,-0.04786657631041963
32,-1,-0.5719440610260255,-1.4448353708694517
33,1,-0.9956113966599726,-1.4040716033258978
34,1,-1.0213947508153587,-0.4288985280060152
35,1,1.6865270515181343,-1.1706780591509838
36,1,1.0863253141318943,0.47456846493367594
37,1,-0.028295569767195716,-0.02134661022425956
38,1,-0.3886338423840645,0.8737289227226263
39,1,0.13582639294262452,-0.3503479800685818
40,1,0.2378042291931103,1.0771598288734718
41,-1,0.2922101509240576,1.421085541161287
42,1,-0.7916324922415582,-2.2146531843972883
43,1,1.0916443024352942,-1.2324167565626405
44,-1,-1.3157588776417433,1.7205061246226014
45,1,-0.9381555677461021,1.41257349501714
46,1,1.3909963728743915,-1.207431196409841
47,1,0.18061483403487097,0.2948243661615858
48,-1,-2.256525374289195,-0.07957057605646431
