,label,x,y
0,1,-5.254168211185035,1.385463461602524
1,-1,4.409264110887093,3.151527649860421
2,-1,-5.0854639307056155,-2.9362044081931655
3,-1,0.4166655653452935,3.034589031003197
4,-1,1.9228087668468874,4.267332581318379
5,-1,1.2524626162170736,3.678439561318741
6,-1,-0.903740616114024,-4.699578226274924
7,-1,-5.1349647041895246,-0.6489728428375792
8,-1,4.869102780046702,5.054361189925905
9,-1,3.073793559281879,3.0574301872606977
10,-1,1.1351914708626973,3.8517596067168673
11,-1,4.369201526616236,4.674034306161546
12,1,-2.353958799618046,1.0374121256326465
13,-1,-3.7885661335347702,-3.165400298506638
14,1,3.98276097847224,-2.9902143401243935
15,-1,-0.994684018203132,-4.430026241036582
16,-1,0.5507772631429708,2.965290968701461
17,-1,0.8280468389468763,3.6132800324642007
18,-1,-5.023878236990665,-4.200425449115793
19,1,-1.2101034651819715,1.242693417820884
20,-1,2.0427709782859935,0.7272815342709251
21,-1,-3.08404963661628,-4.773415991924606
22,1,-0.9810406033745755,2.6010233519235664
23,-1,1.6217617031216787,5.26561123454105
24,1,1.8094197602216628,-2.078684804565772
25,-1,2.8357833435931266,4.2775123167401246
26,1,-2.0484860042414574,5.104366589440295
27,1,3.028857171163362,-1.3815913514605758
28,1,-1.583887896186604,1.272702994412236
29,1,-3.2935921473130776,1.1182572594417703
30,1,-4.469053796793506,1.822836464178642
31,-1,-3.149860637784689,-5.160250577716538
32,1,4.38864574206159,-4.41683617155746
33,1,2.478939917197885,-3.3964349006480528
34,1,-2.343333691981001,-0.3042092098953734
35,1,4.933979964389338,-0.8168343494861985
36,1,-2.9162329967040828,1.9730120418009556
37,1,-5.005251539442963,3.444015713870365
38,-1,1.3446331624297614,0.34675822253446603
39,-1,-2.311564294005027,-1.9746285612601786
40,-1,-4.8005698392285785,0.6845771258954525
41,1,-1.5496814167564488,0.7587727636041273
42,1,-3.3359279332288945,2.8112878847706293
43,1,-4.289870489300998,1.5743909917648182
44,-1,0.38711092245517714,0.99732657237771
45,1,-4.589003620457235,3.9050373344707525
46,1,-2.9754108200281366,5.240082375313231
47,-1,2.481105558988804,1.7043008741524048
48,-1,-4.133924839048187,-2.1551398510381263
49,1,-1.2495627382543983,1.9537096484751155
50,-1,-3.147499797207522,-4.817220680588575
51,-1,-1.265885615551228,-3.0811054333951944
52,-1,-1.9339135922216688,-5.2245569648486985
53,1,-2.7357748135505204,3.0147102431067827
54,-1,-2.0357558223069114,-1.1391807683282444
55,-1,4.840771880736157,4.871296573422208
56,1,-2.685144085336997,2.902784288914318
57,-1,-2.257510353675742,-3.775355780317563
58,-1,4.890023220831119,4.016440087852065
59,-1,-1.2700139075770631,-5.181576689815253
60,-1,-2.830304203027186,-4.2300298327931545
61,1,-4.318602707502983,5.2917932176548
62,-1,4.0109924713841965,3.962417475774454
63,1,-2.137840283085162,4.582630604078953
64,1,-4.374771177921283,3.4536740672112627
65,1,-2.320042324273947,2.3118101699172584
66,1,-2.77859705256769,3.1684588614715263
67,1,-3.423035114495974,4.886554559217241
68,1,-1.5347792426325066,3.2019883945989633
69,1,4.3118763166709355,-4.695839246825734
70,1,3.95629081385155,-4.78884669561556
71,-1,-2.0996899521935704,-1.9338023171956829
72,1,0.8128975950723112,-1.601330983442143
73,1,-1.0752760325813064,2.571721635848215
74,-1,-3.775441300972571,-3.43456298215765
75,-1,-3.6329755272047874,-2.95553177665271
76,1,-1.149207984932212,2.964288696903936
77,1,-4.704540174428203,0.3976255196677762
78,-1,-4.099215911705594,-2.3507401323355754
79,1,1.9216786061868618,-1.6830155219124074
80,1,-2.585390323911734,3.4394320229395694
81,-1,-2.9993782479563342,-1.7974136542086845
82,-1,4.32231125233315,1.342289571524993
83,-1,-2.9503684734391595,-3.1019687807669856
84,1,-3.054537209810804,4.709417060298963
85,-1,2.60232585043756,3.244210353406067
86,1,-1.9441932391090877,1.590481273083648
87,-1,2.3391491761871404,4.617550102605828
88,-1,-3.6554745501077006,-2.6125042344789478
89,-1,1.52557539359822,1.6645268651579868
90,1,0.3290768729739179,-0.7278830150066231
91,-1,2.369039295759597,2.1490960396030685
92,1,-1.2584682826678872,4.299714156559882
93,-1,-3.752470282554256,-2.4181977733103306
94,1,1.7258363325456803,-0.6751032462936692
95,-1,1.5960719643629349,3.2060248132095035
96,1,-5.143495376723189,4.946404000499707
97,-1,-1.0465496792845415,-2.256823931700632
98,-1,0.44544988998459817,-1.9158465571888412
99,-1,-5.023912139378675,-2.479121214618058
100,1,1.837050870969786,-3.844281356333225
101,1,-1.7663113434345779,1.7139534775803427
102,1,-3.695067948806649,1.1671893575736754
103,1,1.8179472100070246,-3.4581291157596046
104,1,0.47852223405715594,-2.5939004310702733
105,1,3.9732229152416023,-3.6403550368848476
106,1,2.6681557517514323,-2.1112215047110654
107,1,-5.212804762269635,3.9478779121350227
108,-1,3.423384121188721,0.8654279006271246
109,-1,-4.247161386600196,-1.4201373098607182
110,-1,-0.3043651700115834,-3.36341105711628
111,1,-0.6428848864136845,-1.14827452653996
112,-1,-3.2334339067838522,-3.6364867011265374
113,1,1.5408520754403094,-5.117941408681357
114,-1,4.471053198281852,2.992984219106594
115,-1,-3.6132563283062464,-3.5903228999684362
116,1,4.251371140197372,-4.861887704639829
117,-1,-3.362186731314429,-1.7115494544088927
118,1,0.9093445167801193,-4.545835971245485
119,-1,2.614845691288635,3.69997187690585
120,1,1.5852736119155317,-4.905631320065816
121,1,-1.4612881272070142,0.5378879473711067
122,1,3.1223852846563833,-0.3508458791861397
123,1,4.069090581123461,-1.017305852561239
124,-1,3.0980002166522747,1.3495097032212648
125,1,-1.6265886940481533,2.250771942005506
126,1,4.301368272634089,-2.367631284527278
127,1,3.339837890053704,-4.275247705599178
128,-1,4.590865672625207,3.031005174954087
129,1,2.0349662503901973,-2.6378695094252476
130,-1,-3.049392337787233,-2.6210543949162775
131,-1,-1.8365801712304128,-1.218439176469442
132,-1,-4.811728336645964,-3.4938827073059704
133,-1,-2.5564465256533513,-2.1970748674617053
134,-1,-5.1427849570009805,-0.45997949333912586
135,1,-4.401500064285536,4.972521911234268
136,1,-2.9955997230671323,4.893310454454853
137,-1,1.8617634037966024,2.570263337133766
138,1,1.9548823150022223,-2.203375485633214
139,1,0.5607988899121719,-3.4620179348470446
140,1,-3.377062349269899,4.939279023689077
141,-1,2.2591100399156607,4.28705682342902
142,-1,-3.74004553098167,-4.183701020157665
143,-1,1.3571128861671113,3.843650095197135
144,-1,0.49466242922817044,2.614174010075657
145,-1,-1.040866041014785,-0.4310560743685318
146,1,-4.285095601029629,4.456533030932149
147,-1,-1.1043448456650984,-3.6448834911097476
148,-1,-1.7225990176572001,-4.9198256099778055
149,-1,2.082961328065772,0.5538039583278433
150,-1,-5.088185258452157,-5.189334564348444
151,1,-0.5939142198059948,3.728121225772674
152,1,-0.6796662015525385,4.967064191646432
153,1,-2.0980361122809983,4.611666227633054
154,1,-3.3109379128851097,0.8019755078038575
155,1,1.3477735598198557,-3.187948178295777
156,-1,-2.8558369854909444,-3.203313343380244
157,-1,-2.758524900597304,0.4676923125588008
158,1,-1.8293500570433807,1.9341067084518795
159,-1,0.9624495847596555,4.743566796258238
160,1,-1.1762469043450736,1.2607453355622777
161,-1,-2.5207481470519992,-3.874717288936635
162,-1,1.8501256984838153,2.132828845643634
163,-1,2.1332891510959433,1.0575616192346822
164,-1,-3.4793092227109144,-1.8342979937788504
165,-1,0.7274096279248587,1.927534109628515
166,1,4.558545437156005,-2.96822787460827
167,-1,-1.7807441412280378,-0.4256146295090188
168,1,-1.9799543703112417,5.158013592619349
169,1,-3.6446374596919524,1.4812273778563319
170,1,-4.8196975508450475,1.7197576032147464
171,-1,-2.276378934510834,-0.8435709219139185
172,1,-4.368861509392553,5.060521580713794
173,1,-0.9506204605339426,3.065176649516821
174,-1,-1.101002104584093,-4.772442035341837
175,1,1.4990753450860803,-3.4414863415661308
176,1,-3.1165185514587472,0.7281689902024653
177,-1,-2.7212260647967472,-1.714233252319174
178,-1,-5.114061135218206,-3.0692926774747393
179,-1,0.303748754101184,4.778718333379467
180,1,5.223781272909965,-3.5014296467078494
181,1,2.305629639632919,-1.6734445571330892
182,-1,1.9453088843308548,4.292815522301489
183,-1,0.637412248333906,0.7658677150338182
184,1,-3.755325662956884,2.609816965063551
185,-1,-1.2805751461561077,-4.30637270965087
186,1,-1.884417525023898,0.8268660473110734
187,1,1.8064157813439075,-5.168807134329934
188,-1,-1.845214033947354,-4.080752747593384
189,-1,-0.97188056852169,-2.3944380883802503
190,1,3.3508262832062927,-4.614589000932235
191,-1,1.4949715071609149,3.0431958261128633
192,-1,-4.659490993839409,-0.5686064014460339
193,1,-0.9064004609699385,3.3778606872877903
194,-1,-4.526864071768181,-2.178665237029875
195,-1,-1.6068616979144432,-5.095949210620248
196,1,0.5817596029144598,-2.4936547993331946
197,1,4.5524141484664105,-1.0515893332016735
198,-1,3.314586171012965,3.154118844839732
199,-1,-1.7922115836264838,-4.359627918751856
200,1,-4.803755086681674,1.366788727896478
201,-1,2.3720062674814066,2.3277128018024094
202,1,-1.4022493281894175,1.7087582394799476
203,1,-2.07049219713868,4.605761458299923
204,1,2.429374906379743,-3.141205309524197
205,-1,3.2114340408502624,2.170062504957314
206,-1,4.072910978137879,0.744381344932979
207,1,-3.3953258743308474,3.4786446768742403
208,-1,4.667717378337481,0.8380003695706135
209,-1,3.933617927759653,5.082769342633569
210,1,-3.336443410361257,2.290810736266347
211,1,-2.251248959102294,0.5741393370555994
212,-1,0.342268811332951,-1.4954216114936643
213,1,1.6989705848910381,-4.4142165937188445
214,1,-2.425537343493997,2.6924046036609672
215,-1,-2.2254106728137355,-0.9921458391582194
216,1,-0.6754172992161067,2.792284575275491
217,1,-3.696079088347208,4.5719043031241275
218,1,-1.9271685490201793,3.850032252232917
219,-1,0.5367176353635668,3.3451042437304173
220,-1,-2.164392571920823,-0.9591858673269631
221,-1,3.5601994217240014,2.27131290186186
222,1,-3.7065810259356153,1.4151986593381054
223,1,-5.218629021988378,1.3280773862717494
224,1,1.6845414907194673,-4.235295762636387
225,-1,0.7631720248573413,4.527849076914543
226,1,-0.8455281317280836,4.268320922521315
227,1,0.8630784929721556,-0.4066807265934333
228,-1,3.4575726186883076,0.8299586909303802
229,-1,-3.2647018725627426,-0.9239233850060125
230,1,-0.7453056605053103,3.5608138948907984
231,-1,-0.9656161875809837,-5.008952839296571
232,-1,-1.1354093846639775,-1.778920079839754
233,1,4.348978460237034,-3.417479166137895
234,-1,-1.801977677723576,-4.5052661419616475
235,1,-2.607894979335536,3.610059037936783
236,1,-3.4762402923321005,0.3633008664272214
237,-1,-2.3493429319455803,-1.4791616587514718
238,-1,-4.654611436104862,-2.0006817926542526
239,1,-1.4910338834844026,3.7219108786461854
240,1,3.9908188591876295,-4.889128338281913
241,-1,0.31892303902677116,-3.7384964712212816
242,-1,0.7485928316139294,4.717157211187749
243,-1,-0.7065333400650424,-1.480043729907847
244,-1,-2.315345279587599,-2.455188510420558
245,1,-4.59304410907322,0.9157859375020572
246,-1,2.8949344501432854,1.2812190550494293
247,1,3.677995802261681,-3.886096204068232
248,1,-1.0046852707305904,3.7303148207888297
249,-1,2.1870943320337464,0.8767577305405709
250,1,-0.44208123024212503,-4.795279016904135
251,-1,4.245105445182454,0.7302457526094817
252,1,-3.612048588066153,2.185478011050682
253,-1,3.541985205583578,2.204263245660356
254,-1,3.9820775234444765,3.2430698370996174
255,-1,3.074114709617098,2.296902479640713
256,-1,-5.111438530049402,-0.8674439552526547
257,1,1.5605739825827893,-3.7771505232613873
258,1,4.415729471825455,0.4328236909129119
259,-1,-0.7175266533247584,-0.9901272206746345
260,-1,-4.696144485590336,-1.0053601383209767
261,-1,-4.6188008756841805,-5.189823041636505
262,1,0.8125820887522075,-4.266002768663147
263,1,0.7950236078165542,-5.069770934136584
264,1,3.777819406855092,-3.7786137033314198
265,-1,-2.550291298923208,-1.5565371690590653
266,-1,-0.49294377320986466,-4.1415808762281365
267,1,-1.7663094948244258,0.7761808273424704
268,-1,3.672662816069095,-0.4326084017384641
269,1,3.1036504318877887,-1.3103934293428499
270,-1,3.862248422411585,3.2748715283453365
271,-1,2.255602193276845,1.6269462462001034
272,-1,-2.5522853694772936,-1.7814006559918056
273,1,-4.7759975966033545,2.1649466690132284
274,1,-3.746886874082543,3.3675998948152666
275,1,-4.831163662380139,3.583008080924274
276,-1,-3.0933925936687863,-1.8177859923117696
277,-1,4.98395998135945,1.7919099666891818
278,1,5.265181244556136,-2.941997701674987
279,1,-5.199989146640654,4.043666639076844
280,-1,1.5396317564108675,1.9461903282756927
281,-1,1.4453551611095803,-0.591764740001649
282,1,-2.7603021833961554,5.270613764729874
283,-1,1.9135307149440213,2.9412400825770906
284,-1,-3.3783100502682624,-1.231381777609527
285,-1,1.3690831688347818,2.8579192292297044
286,1,4.22804580053294,-4.557391622280094
287,-1,-4.081147687551054,-1.8566485982616021
288,-1,2.8359982357909184,-0.6376429674895585
289,-1,4.859025512275646,1.8471513710876313
290,-1,-1.289575197536298,-1.069574976968464
291,-1,2.826020797994965,1.872827930996592
292,-1,2.797819708853381,1.1631123554052378
293,1,-5.041021824024926,1.586953653763609
294,-1,-1.3569069599099246,-3.406274190089947
295,-1,-2.889571344881424,-2.764677953296389
296,-1,3.3409122917173404,2.579475390664057
297,1,-4.915476739725956,0.5201772005011602
298,1,-1.5783305278309376,3.8140895822270346
299,-1,2.4272566405108105,0.9664021873373099
300,1,1.837672495815638,-0.4459090538582579
301,1,2.3055623463074246,-2.5292389043894987
302,-1,2.8267143658155804,4.236725321080692
303,-1,-1.0263010160501331,-4.032886457038736
304,1,-2.4767746236286676,-0.4728016067536995
305,-1,-5.2565102963612516,-1.032354159179538
306,1,4.069014609891355,-3.881399146122177
307,-1,-3.7931853300793867,-4.746393816912131
308,1,2.8404614531897545,-5.187005462905083
309,-1,-2.4426505736198263,-3.3250608841911387
310,-1,-3.9052989442270967,-2.5358343010010858
311,1,5.296500459308281,-2.0395305607083576
312,-1,3.350391943521715,4.257882085569016
313,-1,4.9570514723134975,1.9847961243585364
314,-1,-1.0528716051404292,-3.659804121618248
315,-1,4.253393017740135,2.1279895152039128
316,-1,-2.006557148982507,-2.871103335702159
317,1,-2.457181231949323,2.2522624023586086
318,-1,-2.214267051085232,-1.477816964943962
319,-1,-4.028405836014402,-0.8284522018909428
320,-1,-1.7174039343483678,0.6000819786239628
321,1,1.0584687745642738,-2.5858821336333353
322,1,-4.267513157687001,4.1993380571236285
323,-1,0.5849220992516007,-4.032232011484116
324,1,2.4808826114990286,-3.930788647556795
325,1,-4.7789939811949145,2.3597345794306017
326,1,-4.3275963097219465,3.769708275437808
327,-1,-1.7328671532638904,-0.33498022163402136
328,-1,2.0368572886429677,2.3941669872318405
329,-1,0.8414564210432787,4.532746019351394
330,1,1.7863650168831164,-3.26361244498022
331,1,2.0515918385463783,-4.556191750251736
332,1,-0.3267157958581876,2.3710643513854235
333,1,-3.4870690562369138,5.0337225928359635
334,1,-1.2250507511570536,4.353439267486025
335,1,-2.087823445491172,4.572122726708092
336,1,-3.5802156995231478,1.2118727159941545
337,-1,3.9387316912282886,3.6895182626769403
338,1,-4.9396777590518335,2.351180631021948
339,-1,3.538788075723528,1.8809399190074727
340,1,-4.425485572863445,4.368350119641565
341,-1,4.5011775926162505,4.6678361139708775
342,1,2.9641771708081475,-2.8691818100363116
343,-1,-4.659334524949204,-4.077860643234127
344,1,-3.4665715737667817,3.381437376219684
345,1,-3.279568358210728,4.193148241262619
346,1,-2.1216356043914804,4.084661191605076
347,-1,-4.025627731156387,-1.0513732856453146
348,1,2.387153297127637,-4.448752780714066
349,1,3.5891063821414972,-0.5912098999966082
350,-1,4.703312916353329,3.344782089970699
351,1,-0.5808062530931022,4.175058847689315
352,-1,-1.6052274084867613,-1.649541312103523
353,1,-2.324957513026609,1.5654253363106208
354,1,1.058567099710187,-3.48559832255606
355,1,-5.268572018897973,5.146001572964431
356,1,4.755078404624897,-4.234295796567782
357,-1,-1.2251031788445872,-2.5049430968341153
358,-1,2.517616029690596,4.41730331194547
359,-1,2.37419210177136,1.9019161420281947
360,1,-3.117222390049622,5.128523890947116
361,1,-5.214058053618354,1.7867058250349654
362,-1,-2.16665784124835,-3.106730728717684
363,1,-4.308215971659639,4.451012037666605
364,1,1.4192119123622604,-4.758196450314805
365,1,2.335011020514971,-0.809495333708216
366,1,2.663391467950304,-0.31571748358889645
367,-1,4.275248236229088,5.123742248765267
368,1,-3.7606736980669835,5.296955513465233
369,-1,-2.2512779706696024,-5.039352417526429
370,-1,-0.9905416452624023,-3.3681680371899345
371,1,-2.3742356237725755,5.123168662742779
372,1,-4.319076388108976,0.9560886692503987
373,-1,-1.7220020196005146,-4.138133489702278
374,1,-1.9700371093768771,1.1752024741550635
375,1,-3.7217012888686702,5.139105029869643
376,1,3.0007142992491227,-5.222197614051419
377,-1,-0.832997454309264,-3.875220800470152
378,1,-2.8371034969493265,3.7574143687492176
379,1,0.8587420554930596,-2.151809942548643
380,1,5.043266276231084,-2.7650877942096725
381,-1,-1.851443005488392,-3.8482821199435597
382,1,-3.8965459665741147,2.6079422291953307
383,-1,2.732860778553575,1.8564375729000056
384,1,-2.14909369353719,1.3787491398166118
385,1,-2.3232887044293555,2.376699703511709
386,-1,3.7750231759756163,3.0450292788548623
387,1,-2.5110480149821894,0.7801347678377477
388,-1,-3.8623963503625456,-4.05222615806667
389,1,1.2823958176181585,-3.2511677871982543
390,-1,-3.7377914403542363,-3.5704021149024587
391,1,-1.8014523443479409,0.35135220442606324
392,-1,-2.587625438452884,-3.0117390085017224
393,-1,-5.29386107335416,-3.6100858773473616
394,1,3.568985651093466,-3.3546979653529214
395,1,3.917541397799849,-4.404046212314296
396,1,1.4456964081802817,-4.09473326107055
397,1,4.339813073981905,-2.724299251901607
398,-1,-1.9761408104617326,-0.5607629684587219
